COUNTY,PARISH,RELIEF,INCOME,UNEMP,COTTIND,ALLOTMNT,LONDON,FARMERS,WORKHSE,CHILDALL,SUBSIDY,LABRATE,ROUNDSMN,GRAIN,DENSITY,WEALTH,POP
15,14,12.59,25.15,0.22,1,1,79.54,0.21,1,1,0,1,1,11.5,0.32,2.01,3652
15,16,17.3,20.41,0.12,0,0,79.54,0.21,0,1,1,0,0,18.7,0.29,3.47,442
15,20,10.71,23.13,0.12,0,1,79.54,0.54,0,1,0,0,0,15.8,0.19,10.95,310
15,28,13.12,24.49,0.1,0,1,79.54,0.07,1,1,0,0,0,5.54,1.12,2.84,6115
15,29,15.97,25.15,0.06,0,1,79.54,0.18,1,0,1,1,1,12.05,0.2,5.13,1254
16,6,26.38,22.2,0.65,1,1,50.4,0.46,1,1,1,1,0,15.23,0.72,3.03,1225
16,10,16.73,31.2,0.11,1,1,50.4,0.58,1,1,0,0,0,15.85,0.37,4.31,1858
16,11,27.63,30.4,0.31,1,1,50.4,0.39,1,1,1,1,1,14.97,0.15,9.24,742
16,13,19.91,32,0.1,0,0,50.4,0.29,0,1,0,1,0,14.14,0.2,4.08,933
16,19,13.83,32.5,0.08,1,1,50.4,0.26,0,1,0,0,0,13.51,0.39,5.01,986
16,24,33.83,23.59,0.19,1,1,50.4,0.21,0,1,0,1,1,17.69,0.13,0.69,661
16,28,19.05,26,0.11,1,0,50.4,0.16,0,1,0,1,0,10.81,0.53,2.22,1833
17,8,11.89,23.14,0.03,1,1,114.98,0.37,1,1,1,0,0,7.75,0.2,6.27,611
17,14,13.29,20.12,0.01,1,1,114.98,0.86,1,1,1,1,0,4.42,0.16,3.95,416
17,16,11.06,25.65,0.17,1,1,114.98,0.35,0,1,0,1,0,9.95,0.32,1.51,564
18,1,13.62,18.11,0.04,1,1,127.5,0.22,0,1,0,1,0,2.91,0.27,3.1,839
18,5,11.73,20.93,0.05,1,1,127.5,0.08,1,1,1,0,1,3.61,0.63,1.85,2223
18,9,10.25,18.33,0.01,1,0,127.5,0.33,0,1,0,0,0,5.39,0.21,5.14,691
18,12,7.75,21.13,0.03,0,1,127.5,0.52,0,1,0,1,0,6.71,0.23,7.09,519
18,14,7.43,26.16,0.01,0,1,127.5,0.21,1,0,0,0,0,5.19,0.32,6.26,574
18,15,9.19,20.12,0.01,1,0,127.5,0.25,0,0,0,0,0,3.96,0.63,9.07,138
18,16,4.54,28.14,0.01,0,1,127.5,0.2,0,0,0,0,0,3.3,0.25,2.98,368
18,18,16.4,20.94,0.03,0,1,127.5,0.33,1,1,1,0,0,5.4,0.22,2.34,1294
18,19,10.99,17.67,0.07,0,0,127.5,0.23,1,0,1,0,0,4.51,0.43,5.06,1507
18,20,8.92,27.67,0.03,1,1,127.5,0.16,1,1,0,0,0,3.77,0.61,4.93,778
19,9,8.17,23.54,0.11,1,1,157.5,0.35,1,1,0,1,1,7.37,0.22,3.57,574
19,10,8.4,22.03,0.01,0,1,157.5,0.58,1,1,0,0,0,8.3,0.31,4.07,790
19,11,7.72,25.15,0.01,0,1,157.5,0.51,0,1,0,1,0,6.41,0.14,2.74,761
19,13,10.81,25.15,0.01,1,0,157.5,0.35,1,1,0,0,0,5.87,0.19,8.36,2153
19,15,15.37,26.16,0.01,0,1,157.5,0.81,0,1,0,0,0,10.71,0.16,7.18,644
19,17,12.11,26.16,0.02,0,1,157.5,0.29,0,1,1,0,0,6.72,0.44,4.21,1455
19,20,8.89,21.29,0.11,1,1,157.5,0.3,0,1,0,0,0,7.46,0.33,3.15,975
19,21,7.08,23.5,0.21,0,1,157.5,0.69,0,0,0,0,0,7.95,0.13,4.5,628
19,24,7.9,25.15,0.02,1,1,157.5,0.07,1,0,1,0,0,1.78,2.26,1.32,2194
20,2,27.97,26.6,0.05,0,0,94.5,0.29,0,1,0,1,0,10.78,0.09,7.86,162
20,4,6.42,21.28,0.09,0,0,94.5,0.01,0,0,0,0,0,0.59,13.22,3.77,12032
20,7,10.48,22.46,0.23,0,1,94.5,0.34,0,1,0,0,0,7.62,0.23,8.68,414
20,11,10.01,27.66,0.06,0,1,94.5,0.5,0,1,0,0,0,9.52,0.21,9.16,370
20,13,9.77,26.6,0.01,0,1,94.5,0.7,0,1,0,1,1,10.52,0.09,13.69,196
20,14,15.87,27.74,0.04,1,1,94.5,0.57,0,1,0,1,0,11.31,0.19,7.91,468
20,15,19.34,33.19,0.08,0,1,94.5,0.56,1,0,0,0,1,8.55,0.14,9.8,231
20,17,17.15,20.74,0.01,0,0,94.5,0.47,0,1,0,1,0,3.86,0.23,7.85,103
20,20,13.13,27.66,0.01,0,1,94.5,0.39,0,1,0,0,0,10.06,0.08,8.61,520
20,21,10.04,24.89,0.01,1,0,94.5,0.02,1,1,0,0,0,0.98,3.06,2.98,5780
20,22,15.08,30.43,0.01,0,1,94.5,0.52,0,1,0,1,0,8.87,0.17,15.14,481
20,27,6.4,23.94,0.04,0,1,94.5,0.15,1,0,0,0,0,3.06,0.92,1.78,4263
21,3,13.49,19.11,0.05,0,0,222.5,0.45,0,0,0,0,0,8.6,0.22,6.76,279
21,6,9.95,23.84,0.02,0,0,222.5,0.59,1,0,0,0,0,7.81,0.09,4.16,728
21,7,9.85,22.13,0.02,1,0,222.5,0.43,0,1,0,0,0,7.19,0.25,4.44,1406
21,11,9.3,25.16,0.04,0,0,222.5,0.28,1,0,0,0,0,5.48,0.39,4.08,969
21,13,10.49,22.13,0.04,0,0,222.5,0.38,0,1,1,1,1,10.03,0.08,5.74,656
21,14,4.85,25.15,0.01,1,0,222.5,0.4,1,0,0,0,1,1.44,0.56,1.12,3837
21,15,11.54,25.15,0.06,0,1,222.5,0.6,0,1,0,0,0,8.2,0.17,6.53,1316
21,16,5.4,21.13,0.07,0,1,222.5,0.41,1,0,0,1,1,4.78,0.31,2.92,406
21,20,12.47,24.65,0.01,0,0,222.5,0.66,0,1,0,0,0,9.49,0.15,7.09,576
21,21,10.06,25.82,0.01,0,1,222.5,0.51,0,1,0,0,1,7.08,0.17,6.07,644
21,22,5.96,23.64,0.01,0,1,222.5,0.62,1,0,0,1,1,7.36,0.15,5.47,1218
21,25,15.33,19.62,0.07,0,1,222.5,0.55,1,1,0,1,0,9.61,0.2,5.07,988
21,26,6.42,19.11,0.01,1,1,222.5,0.23,0,0,0,1,0,2.88,0.33,2.45,1630
21,27,15.53,23.84,0.07,0,1,222.5,0.93,0,0,1,0,1,11.33,0.06,5.22,162
