V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47
NO2,NB,2,1804, PG,VI,1,999,GA,9,999,1,1,350,1,11,4,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,201,1,1
NO2,NB,3,1804, PG,BI,1,999,CO,1,999,1,1,1000,1,24,4,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,2,99,1,99,0,0,0,503,1,2
NO2,NB,3,1804, P,LA,1,999,DC,9,999,1,1,450,2,25,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,210,10,99,2,42,0,0,0,503,1,3
NO2,NB,4,1804, PG,LA,9,999,CH,9,999,2,1,800,1,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,99,0,0,0,503,2,4
NO2,NB,4,1804, PG,LA,9,999,CH,9,999,2,1,99999,1,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,99,0,0,0,503,2,5
NO2,NB,10,1804, PG,PE,1,999,LE,9,999,1,1,400,2,20,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,6
NO2,PP,1,1804, PG,GA,1,999,MO,9,999,1,1,750,1,22,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,99,99,1,99,2,0,0,267,1,7
NO2,PP,1,1804, PG,PO,1,999,BO,1,999,1,1,500,2,21,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,30,0,0,0,267,1,8
NO2,PP,2,1804, PG,ME,1,999,SE,2,ORL,2,1,900,1,18,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,99,0,7,8,117,2,9
NO2,PP,2,1804, PG,ME,1,999,SE,2,ORL,2,1,99999,2,18,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,99,0,7,8,117,2,10
NO2,PP,2,1804, PG,CR,1,999,LA,2,SLO,1,1,200,2,2.5,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,99,0,0,0,999,1,11
NO2,PP,3,1804, PG,ME,1,999,MA,9,999,1,1,450,2,14,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,99,0,7,8,117,1,12
NO2,PP,3,1804, PG,AR,1,999,CH,1,999,1,1,360,2,11,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,42,0,0,0,503,1,13
NO2,PP,3,1804, PG,CH,2,SLO,GI,2,SLO,1,1,350,1,18,4,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,99,0,7,8,117,1,14
NO2,PP,3,1804, PG,WA,1,999,VI,1,999,1,1,400,1,30,4,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,999,1,15
NO2,PP,5,1804, PG,SA,1,999,CD,1,999,2,1,750,1,13,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,42,0,7,8,117,2,16
NO2,PP,5,1804, PG,SA,1,999,CD,1,999,2,1,99999,2,13,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,42,0,7,8,117,2,17
NO2,PP,5,1804, PG,TE,1,999,SE,1,999,1,1,600,2,13,14,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,932,1,18
NO2,PP,5,1804, PG,DE,1,999,BE,1,999,1,1,300,2,20,9,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,42,0,2,8,139,1,19
NO2,PP,5,1804, PG,LA,1,999,SI,1,999,1,1,310,2,13,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,201,1,20
NO2,PP,6,1804, PG,CL,4,SDO,DV,1,999,1,1,370,2,16,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,30,0,1,8,245,1,21
NO2,PP,7,1804, PG,DE,1,999,LA,1,999,1,1,400,2,13,13,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,7,0,1,8,225,1,22
NO2,PP,8,1804, PG,LA,1,999,AD,1,999,1,1,400,1,13,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,23
NO2,PP,9,1804, PG,MD,1,999,LE,1,999,3,1,1280,1,20,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,8,99,2,42,0,7,8,100,2,24
NO2,PP,9,1804, PG,MD,1,999,LE,1,999,3,1,99999,1,20,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,8,99,2,42,0,7,8,100,2,25
NO2,PP,9,1804, PG,MD,1,999,LE,1,999,3,1,99999,2,20,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,8,99,2,42,0,7,8,100,2,26
NO2,PP,9,1804, PG,LO,1,999,PO,1,999,1,1,626,2,27,9,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,30,0,0,0,267,1,27
NO2,PP,10,1804, PG,RO,1,999,GO,1,999,1,1,700,2,16,9,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,12,99,2,30,7,0,0,201,1,28
NO2,PP,10,1804, PG,BA,1,999,PE,1,999,1,1,500,2,21,9,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,30,0,0,0,267,1,29
NO2,PP,11,1804, PG,SA,1,999,CS,1,999,1,1,450,1,13,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,30
NO2,PP,12,1804, P,HE,1,999,SE,2,SLO,1,1,400,2,20,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,31
NO2,HB,3,1805,999,MA,9,999,BR,9,999,1,1,400,1,28,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,32
NO2,HB,6,1805,999,WI,9,999,LU,9,999,1,1,280,1,9,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,33
NO2,NB,3,1805, P,GU,1,999,PE,9,999,1,1,480,1,16,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,34
NO2,NB,3,1805, PG,FI,1,999,LE,9,999,1,1,255,1,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,14,0,0,0,503,1,35
NO2,NB,4,1805, G,PL,9,999,BL,1,999,1,1,320,2,19,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,7,0,0,999,1,36
NO2,NB,4,1805, PG,BR,9,999,BR,9,999,1,1,450,1,14,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,37
NO2,NB,5,1805, PG,AL,1,999,TH,9,999,1,1,500,2,12,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,38
NO2,NB,7,1805,999,WR,9,999,MN,1,999,2,1,470,2,30,1,1,2,3,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,2,39
NO2,NB,6,1805, PG,JA,1,999,WI,9,999,1,1,575,2,26,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,40
NO2,NB,8,1805, PG,DC,1,999,MO,9,999,2,1,1000,1,50,9,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,2,41
NO2,NB,8,1805, PG,DC,1,999,MO,9,999,2,1,99999,2,9,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,2,42
NO2,NB,7,1805, PG,LA,9,999,LI,9,999,1,1,550,2,22,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,43
NO2,NB,8,1805, P,GA,1,999,DE,9,999,1,1,700,2,25,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,2,99,1,99,0,0,0,503,1,44
NO2,NB,8,1805, PG,CL,9,999,DU,9,999,1,1,500,1,30,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,45
NO2,NB,11,1805, PG,ST,9,999,SA,9,999,1,1,600,2,18,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,46
NO2,NB,11,1805, PG,DU,1,999,NA,9,999,1,1,600,2,23,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,47
NO2,NB,12,1805, PG,MI,1,999,ZE,9,999,1,1,800,2,26,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,99,99,1,99,0,0,0,503,1,48
NO2,NB,12,1805, PG,LA,1,999,WI,9,999,1,1,550,2,19.5,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,7,0,0,0,503,1,49
NO2,NB,12,1805, PG,MA,1,999,BO,9,999,1,1,800,2,27,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,50
NO2,JL,5,1805,999,HA,1,999,FO,1,999,1,1,410,2,22,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,51
NO2,JL,7,1805, P,BR,1,999,ZE,1,999,6,1,2400,1,30,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,2,52
NO2,JL,7,1805, P,BR,1,999,ZE,1,999,6,1,99999,1,16,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,2,53
NO2,JL,7,1805, P,BR,1,999,ZE,1,999,6,1,99999,1,5,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,2,54
NO2,JL,7,1805, P,BR,1,999,ZE,1,999,6,1,99999,2,9,2,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,2,55
NO2,JL,7,1805, P,BR,1,999,ZE,1,999,6,1,99999,1,5,2,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,2,56
NO2,JL,7,1805, P,BR,1,999,ZE,1,999,6,1,99999,2,12,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,2,57
NO2,JL,8,1805, P,CL,1,999,KE,1,999,1,1,500,1,19,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,58
NO2,PP,1,1805, P,PL,1,999,RO,1,999,1,1,400,2,50,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,59
NO2,PP,1,1805, P,CA,1,999,MA,1,999,1,1,300,2,16,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,60
NO2,PP,1,1805, P,DE,1,999,SA,1,999,1,1,800,1,26,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,61
NO2,PP,2,1805, P,BA,1,999,BO,1,999,1,1,500,1,20,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,62
NO2,PP,3,1805, P,RI,1,999,DU,1,999,2,2,550,2,30,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,63
NO2,PP,3,1805, P,RI,1,999,DU,1,999,2,2,430,2,29,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,64
NO2,PP,4,1805, P,TR,3,MIS,PA,1,999,1,1,325,1,18,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,5,4,402,1,65
NO2,PP,7,1805, P,MA,1,999,GA,1,999,1,1,500,2,30,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,66
NO2,JL,6,1806,999,ZE,1,999,BR,1,999,6,6,400,2,30,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,67
NO2,JL,6,1806,999,ZE,1,999,BR,1,999,6,6,400,1,10,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,68
NO2,JL,6,1806,999,ZE,1,999,BR,1,999,6,6,400,1,5,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,69
NO2,JL,6,1806,999,ZE,1,999,BR,1,999,6,6,400,2,9,2,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,70
NO2,JL,6,1806,999,ZE,1,999,BR,1,999,6,6,400,1,5,2,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,71
NO2,JL,6,1806,999,ZE,1,999,BR,1,999,6,6,400,2,16,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,72
NO2,JL,8,1806,999,JU,1,999,FR,1,999,1,1,450,2,18,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,73
NO2,JL,9,1806,999,RA,1,999,FO,1,999,1,1,900,2,25,2,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,74
NO2,JL,12,1806,999,DU,1,999,JO,1,999,1,1,1100,1,24,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,75
NO2,NB,11,1806, PG,CA,1,999,HA,9,999,1,1,550,2,20,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,201,1,76
NO2,NB,12,1806, PG,JE,1,999,GI,9,999,1,1,360,1,10,9,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,201,1,77
NO2,NB,6,1806, PG,AL,1,999,OS,9,999,2,1,800,2,23,1,1,2,1,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,2,78
NO2,NB,7,1806, PG,BU,1,999,TA,9,999,1,1,550,2,16,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,201,1,79
NO2,NB,8,1806, PG,FE,1,999,BR,9,999,1,1,500,2,23,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,80
NO2,NB,1,1806, PG,TR,1,999,FR,2,LSA,1,1,490,1,12,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,201,1,81
NO2,NB,4,1806, PG,DE,9,999,PB,9,999,1,1,400,2,20,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,42,9,0,0,503,1,82
NO2,NB,5,1806, PG,PA,1,999,TR,9,999,1,1,475,1,30,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,83
NO2,NB,5,1806, PG,JE,1,999,LA,9,999,1,1,485,1,13,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,84
NO2,PP,1,1806, P,JO,9,999,GA,9,999,1,1,1000,1,13,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,85
NO2,PP,2,1806, P,LB,9,999,MO,9,999,1,1,495,2,24,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,86
NO2,PP,3,1806, P,DU,9,999,DU,9,999,1,1,380,2,22,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,87
NO2,PP,3,1806, P,GU,9,999,LA,9,999,1,1,550,1,23,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,88
NO2,PP,3,1806, G,JE,9,999,BE,9,999,1,1,625,2,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,89
NO2,PP,3,1806, P,FE,9,999,FA,9,999,1,1,1000,1,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,12,99,1,99,0,0,0,402,1,90
NO2,PP,3,1806, P,DO,9,999,DA,9,999,1,1,750,1,30,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,24,99,1,99,0,0,0,402,1,91
NO2,PP,4,1806, P,PA,9,999,CO,9,999,1,1,550,2,25,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,92
NO2,PP,5,1806, P,DU,1,999,FO,9,999,1,1,600,1,16,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,93
NO2,PP,6,1806, P,PU,9,999,MA,9,999,1,1,300,1,15,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,1,94
NO2,PP,6,1806, P,GA,9,999,JO,9,999,1,1,675,2,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,12,99,1,99,0,0,0,503,1,95
NO2,PP,6,1806, P,PO,9,999,HE,9,999,3,1,2000,1,40,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,6,99,1,99,0,0,0,402,2,96
NO2,PP,6,1806, P,PO,9,999,HE,9,999,3,1,99999,2,50,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,6,99,1,99,0,0,0,402,2,97
NO2,PP,6,1806, P,PO,9,999,HE,9,999,3,1,99999,1,16,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,6,99,1,99,0,0,0,402,2,98
NO2,PP,7,1806, P,BO,9,999,GO,9,999,1,1,350,2,15,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,99
NO2,PP,10,1806, P,AN,1,999,SA,1,999,1,1,462,2,16,14,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,100
NO2,PP,11,1806, P,MO,1,999,NE,1,999,2,1,900,1,16,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,4,99,1,99,0,0,0,402,2,101
NO2,PP,11,1806, P,MO,1,999,NE,1,999,2,1,99999,1,7,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,4,99,1,99,0,0,0,402,2,102
NO2,NB,8,1807, P,YO,1,999,TO,2,ORL,2,1,400,2,99,1,1,9,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,42,0,0,0,402,2,103
NO2,NB,10,1807, P,JE,1,999,AB,1,999,1,1,500,1,20,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,104
NO2,NB,10,1807, P,FO,1,999,ME,2,ORL,2,1,885,1,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,18,99,2,99,5,0,0,503,2,105
NO2,NB,10,1807, P,FO,1,999,ME,2,ORL,2,1,99999,2,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,18,99,2,99,0,0,0,503,2,106
NO2,NB,11,1807, P,MO,1,999,TO,1,999,2,1,610,2,19,1,1,9,1,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,2,107
NO2,NB,11,1807, P,TR,1,999,CO,9,999,1,1,600,2,21,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,7,8,117,1,108
NO2,NB,12,1807, P,BE,1,999,CO,1,999,1,1,600,2,15,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,300,6,99,1,99,0,1,1,281,1,109
NO2,NB,3,1807, P,DA,1,999,DU,2,ORL,3,1,1800,1,28,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,2,110
NO2,NB,3,1807, P,DA,1,999,DU,2,ORL,3,1,99999,1,20,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,2,111
NO2,NB,3,1807, P,DA,1,999,DU,2,ORL,3,1,99999,1,25,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,503,2,112
NO2,NB,4,1807, PG,PA,1,999,PR,1,999,1,1,800,2,33,9,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,400,12,99,1,99,0,0,0,267,1,113
NO2,NB,6,1807, P,FO,1,999,FO,1,999,2,1,1550,1,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,912,2,114
NO2,NB,6,1807, P,FO,1,999,FO,1,999,2,1,99999,1,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,912,2,115
NO2,NB,6,1807, P,PO,1,999,DU,1,999,1,1,800,1,42,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,912,1,116
NO2,NB,6,1807, P,BL,1,999,MO,1,999,6,1,3600,1,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,3,99,2,42,0,1,1,111,2,117
NO2,NB,6,1807, P,BL,1,999,MO,1,999,6,1,99999,1,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,3,99,2,42,0,1,1,111,2,118
NO2,NB,6,1807, P,BL,1,999,MO,1,999,6,1,99999,1,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,3,99,2,42,0,1,1,111,2,119
NO2,NB,6,1807, P,BL,1,999,MO,1,999,6,1,99999,2,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,3,99,2,42,0,1,1,111,2,120
NO2,NB,6,1807, P,BL,1,999,MO,1,999,6,1,99999,2,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,3,99,2,42,0,1,1,111,2,121
NO2,NB,6,1807, P,BL,1,999,MO,1,999,6,1,99999,2,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,3,99,2,42,0,1,1,111,2,122
NO2,NB,1,1807, PG,YA,1,999,DE,9,999,1,1,450,1,13,4,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,123
NO2,NB,2,1807, PG,PA,1,999,YL,1,999,1,1,500,1,38,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,124
NO2,NB,2,1807, PG,GA,1,999,HA,9,999,1,1,505,2,15,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,125
NO2,JL,5,1807, P,WA,1,999,CU,9,999,1,1,200,2,99,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,9,99,1,99,0,0,0,402,1,126
NO2,JL,8,1807, PG,MO,1,999,DU,1,999,1,1,400,1,20,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,127
NO2,JL,8,1807, PG,LI,1,999,AL,2,BAR,2,1,900,1,18,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,42,0,0,0,402,2,128
NO2,JL,8,1807, PG,LI,1,999,AL,2,BAR,2,1,99999,1,12,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,2,42,0,0,0,402,2,129
NO2,JL,9,1807, PG,FO,2,ORL,GR,9,999,1,1,1000,1,30,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,402,1,130
NO2,PP,3,1807, P,JO,1,999,ZA,1,999,1,1,450,2,13,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,131
NO2,PP,3,1807, P,RO,1,999,SO,1,999,1,1,850,1,22,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,132
NO2,PP,4,1807, P,PO,1,999,DU,1,999,2,2,300,1,14,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,14,99,9,99,0,7,8,117,1,133
NO2,PP,4,1807, P,PO,1,999,DU,1,999,2,2,300,2,18,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,2,9999,14,99,9,99,0,7,8,117,1,134
NO2,PP,5,1807, P,RE,1,999,DU,1,999,1,1,900,1,25,1,0,9,99,9,99,9,99,9,99,9,99,9,99,9,99,9,99,0,1,9999,99,99,1,99,0,0,0,267,1,135
